International Petroleum Corporation;CA46016U1084;54930025D80LU0SMR645;CANADA
Intra Energy Corporation Limited;AU000000IEC4;;AUSTRALIA
IRPC Public Company Limited;TH0471010Y04;254900IKV8DJ1C05JB68;THAILAND
Israel Corporation Ltd;IL0005760173;213800VASRTF37M7LO42;ISRAEL
ISU Chemical Co., Ltd;KR7005950001;;KOREA, REPUBLIC OF
Italgas S.p.A.;IT0005211237;815600F25FF44EF1FA76;ITALY
Iwatani Corporation;JP3151600008;353800TSKIDNENNV2L96;JAPAN
Jaiprakash Power Ventures Limited;INE351F01018;335800PCQ613KFXZYQ56;INDIA
James Fisher and Sons plc;GB0003395000;213800J975E5OYR6S216;UNITED KINGDOM
Jameson Resources Limited;AU000000JAL1;;AUSTRALIA
Japan Petroleum Exploration Co., Ltd.;JP3421100003;549300WXUNBZ356DMN17;JAPAN
Jardine Cycle & Carriage Limited;SG1B51001017;;SINGAPORE
Jastrzebska Spolka Weglowa SA;PLJSW0000015;259400D4E0H5BGXNIK97;POLAND
JC Chemical Co., Ltd.;KR7137950002;;KOREA, REPUBLIC OF
JG Summit Holdings, Inc.;PHY444251177;8945008FXJ2QCVCRJM25;PHILIPPINES
Jiangsu Guoxin Corp. Ltd.;CNE100001658;;CHINA
Jiangsu Lopal Tech. Co., Ltd.;CNE100002Y09;;CHINA
Jiangsu Nata Opto-electronic Material Co., Ltd.;CNE100001K48;;CHINA
Jiangxi Ganneng Co., Ltd.;CNE000000TP4;;CHINA
Jiangxi Hongcheng Environment Co.,Ltd.;CNE000001HW3;;CHINA
Jindal Steel & Power Limited;INE749A01030;335800UIKQBF6QO2NP15;INDIA
Jinhong Gas Co.,Ltd.;CNE100003ZP4;;CHINA
Jinneng Holding Shanxi Coal Industry Co.,ltd.;CNE000001MZ6;300300PLI08AQT6KAQ96;CHINA
Jinneng Holding Shanxi Electric Power Co.,LTD.;CNE000000776;300300RXGXV5H7ADVO98;CHINA
Jinneng Science&Technology Co.,Ltd;CNE100002RK4;;CHINA
Jizhong Energy Resources Co., Ltd.;CNE0000010H6;300300RB4ZPQVWNPOM87;CHINA
Jointo Energy Investment Co., Ltd. Hebei;CNE000000FT5;;CHINA
Journey Energy Inc.;CA48113W1023;;CANADA
JSW Energy Limited;INE121E01018;3358001ZFBW2VIMBMI85;INDIA
Jutal Offshore Oil Services Limited;KYG520771075;3003006RGJTD5C05OU86;CHINA
K&O Energy Group Inc.;JP3277020008;;JAPAN
Kailuan Energy Chemical Co.,Ltd.;CNE000001HX1;300300VLE59K76S9DE28;CHINA
Kanto Denka Kogyo Co., Ltd.;JP3232600001;;JAPAN
Karoon Energy Ltd;AU000000KAR6;529900VXILHR2CNBWD62;AUSTRALIA
Kelt Exploration Ltd.;CA4882951060;549300OBXGWYN1VOFC24;CANADA
Kenon Holdings Ltd.;SG9999012629;254900N5LVBX92GMVN72;SINGAPORE
Keyera Corp.;CA4932711001;;CANADA
Kinetic Development Group Limited;KYG525931039;;CHINA
KLX Energy Services Holdings, Inc.;US48253L2051;5493004D4S7MAO1H3U27;UNITED STATES
KNM Group Berhad;MYL7164OO006;;MALAYSIA
Koatsu Gas Kogyo Co., Ltd.;JP3285800003;;JAPAN
Koc Holding;TRAKCHOL91Q8;7890005U0H950VH19H45;TURKEY
Korea District Heating Corp.;KR7071320006;;KOREA, REPUBLIC OF
Korea Gas Corporation;KR7036460004;988400TFZILHBD5M3R71;KOREA, REPUBLIC OF
Korea Petrochemical Ind. Co., Ltd.;KR7006650006;988400L1F3Y7NBQU7K77;KOREA, REPUBLIC OF
Kosmos Energy Ltd.;US5006881065;213800YDFJ3OT9B5P157;UNITED STATES
Kot Addu Power Company Limited;PK0083101011;;PAKISTAN
Kunlun Energy Company Limited;BMG5320C1082;5299007GRIKP15GM4927;HONG KONG
Kyungdong City Gas Co., Ltd;KR7267290005;;KOREA, REPUBLIC OF
Kyungdong Invest Co., Ltd;KR7012320008;;KOREA, REPUBLIC OF
L'Air Liquide S.A.;FR0000120073;969500MMPQVHK671GT54;FRANCE
Lamprell PLC;GB00B1CL5249;;UNITED ARAB EMIRATES
Liaoning Energy Industry Co.,Ltd;CNE000000MW5;300300UMYHLC77RBLB47;CHINA
Liberty Energy Inc.;US53115L1044;;UNITED STATES
Linde India Limited;INE473A01011;549300I8YN6PVG2KEU64;INDIA
Loews Corporation;US5404241086;R8V1FN4M5ITGZOG7BS19;UNITED STATES
Lopez Holdings Corporation;PHY5347P1085;;PHILIPPINES
Lotte Chemical Titan Holding Berhad;MYL5284OO004;;MALAYSIA
Lubelski Wegiel Bogdanka S.A.;PLLWBGD00016;259400MHSST6C1A8M066;POLAND
LX Holdings Corp.;KR7383800000;;KOREA, REPUBLIC OF
Macquarie Infrastructure Holdings, LLC;US55608B1052;529900IZSJ64GH477714;UNITED STATES
Magnolia Oil & Gas Corporation;US5596631094;;UNITED STATES
Maha Energy AB (publ);SE0008374383;213800USNX47LQFQQN20;SWEDEN
Mahanagar Gas Limited;INE002S01010;3358001GYZI2KS7FHN90;INDIA
Major Drilling Group International Inc.;CA5609091031;549300O1MNHCX2FUBC21;CANADA
Malakoff Corporation Berhad;MYL5264OO006;;MALAYSIA
Mammoth Energy Services, Inc.;US56155L1089;549300ODHHN3MGXCQ803;UNITED STATES
Manali Petrochemicals Limited;INE201A01024;;INDIA
Mangalore Refinery and Petrochemicals Limited;INE103A01014;335800IFZW2UY8KC5H11;INDIA
Marathon Oil Corporation;US5658491064;1FRVQX2CRLGC1XLP5727;UNITED STATES
Marathon Petroleum Corporation;US56585A1025;3BNYRYQHD39K4LCKQF12;UNITED STATES
Mari Petroleum Company Limited;PK0066301018;;PAKISTAN
Maridive and Oil Services S.A.E.;EGS44012C010;;EGYPT
Matador Resources Company;US5764852050;549300CI3Q2UUK5R4G79;UNITED STATES
MC Mining Limited;AU000000MCM9;213800G6YDVUTU9NEP37;AUSTRALIA
MDU Resources Group, Inc.;US5526901096;;UNITED STATES
Mechel PAO;RU000A0DKXV5;253400C9GSPBSKERRP65;RUSSIAN FEDERATION
MEG Energy Corp.;CA5527041084;;CANADA
Mercator Limited;INE934B01028;335800VEDQN6ZB6AMX73;INDIA
Mesaieed Petrochemical Holding Company Q.P.S.C.;QA000VSUG130;;QATAR
Metis Energy Limited;SG1I14879601;;SINGAPORE
Metso Oyj;FI0009014575;549300R0VN9C371W0E07;FINLAND
MIE Holdings Corporation;KYG611571061;254900PXCOUI2PZ6W177;HONG KONG
Mitsubishi Chemical Group Corporation;JP3897700005;353800YNKX4RQUGAR072;JAPAN
Mitsui Matsushima Holdings Co., Ltd.;JP3894000003;;JAPAN
MNRL Sub Inc.;US10918L1035;549300IQ6JCXW59RO175;UNITED STATES
MODEC, Inc.;JP3888250002;;JAPAN
MOL Magyar Olaj- es Gazipari Nyilvanosan Mukodo Reszvenytarsasag;HU0000153937;213800R83KX5FQFGXS67;HUNGARY
Mongolia Energy Corporation Limited;BMG6260K1595;;HONG KONG
Mongolian Mining Corporation;KYG6264V1361;254900XQ2EY5O3SAYL47;MONGOLIA
Montauk Renewables, Inc.;US61218C1036;;UNITED STATES
MORESCO Corporation;JP3868850003;;JAPAN
Motor Oil (Hellas) Corinth Refineries S.A.;GRS426003000;213800U3Y9UL7Y4QVM11;GREECE
MPLX LP;US55336V1008;5493000CZJ19CK4P3G36;UNITED STATES
Mullen Group Ltd.;CA6252841045;549300KLU7H5NA3I5P62;CANADA
Murphy Oil Corporation;US6267171022;QBKYQD0ODE7DC7PDIN91;UNITED STATES
Nabors Industries Ltd.;BMG6359F1370;;BERMUDA
NACCO Industries, Inc.;US6295791031;;UNITED STATES
Naftna Industrija Srbije a.d.;RSNISHE79420;74780080B3J1A5AOWK36;SERBIA
Nan Nan Resources Enterprise Limited;BMG6390D1092;;HONG KONG
Nanjing Develop Advanced Manufacturing Co., Ltd.;CNE100004249;;CHINA
Naphtha Israel Petroleum Corp. Ltd.;IL0006430156;;ISRAEL
National Energy Services Reunited Corp.;VGG6375R1073;;UNITED STATES
National Fuel Gas Company;US6361801011;8JB38FFW1Y3C1HM8E841;UNITED STATES
National Gas and Industrialization Company;SA0007879196;;SAUDI ARABIA
National Industrialization Company;SA0007879170;;SAUDI ARABIA
National Refinery Limited;PK0008201011;;PAKISTAN
Nava Limited;INE725A01022;3358001S6IZR91SKJT54;INDIA
NCS Multistage Holdings, Inc.;US6288772014;5493003WLG5T6MNJ7292;UNITED STATES
NEL ASA;NO0010081235;549300G6XN5IXMRKEG37;NORWAY
New Fortress Energy Inc.;US6443931000;;UNITED STATES
New Hope Corporation Limited;AU000000NHC7;254900DHRUGXZSLSNZ83;AUSTRALIA
New Jersey Resources Corporation;US6460251068;549300QKBSQBIX4DQ583;UNITED STATES
NewMarket Corporation;US6515871076;54930082CG88ERDREQ47;UNITED STATES
Newpark Resources, Inc.;US6517185046;54930073OHWDQW4DJN26;UNITED STATES
NextEra Energy Partners, LP;US65341B1061;5493008F4ZOQFNG3WN54;UNITED STATES
NexTier Oilfield Solutions Inc.;US65290C1053;529900L27H2D4QT0IT24;UNITED STATES
Nine Energy Service, Inc.;US65441V1017;549300KRLJCZBPZMKT65;UNITED STATES
Ningxia Baofeng Energy Group Co., Ltd.;CNE100003LF5;300300G6CBIVJWQ4IC71;CHINA
Nippon Coke & Engineering Company, Limited;JP3889610006;;JAPAN
Nippon Sanso Holdings Corporation;JP3711600001;353800F1K6653B4VPY57;JAPAN
Nippon Steel Corporation;JP3381000003;35380065QWQ4U2V3PA33;JAPAN
NiSource Inc.;US65473P1057;549300D8GOWWH0SJB189;UNITED STATES
NLC India Limited;INE589A01014;335800ZUJIL59GOZUW75;INDIA
Noble Corporation Plc;GB00BMXNWH07;;UNITED STATES
North Huajin Chemical Industries Co.,Ltd;CNE000000NY9;;CHINA
Northern Oil and Gas, Inc.;US6655313079;OKFF0PIZDDMNH4UCYE51;UNITED STATES
Northwest Natural Holding Company;US66765N1054;H4JZVBMGV45MWUCMUB11;UNITED STATES
NorthWestern Energy Group, Inc.;US6680743050;3BPWMBHR1R9SHUN7J795;UNITED STATES
Norwest Energy NL;AU000000NWE2;529900RQT9EL5Y12LW50;AUSTRALIA
Nostrum Oil & Gas PLC;GB00BQVVS097;2138007VWEP4MM3J8B29;UNITED KINGDOM
NRW Holdings Limited;AU000000NWH5;5493003S2MORCH0HEL95;AUSTRALIA
NTPC Limited;INE733E01010;335800Q4TRGJXNLVMB81;INDIA
NuVista Energy Ltd.;CA67072Q1046;;CANADA
Nylex (Malaysia) Berhad;MYL4944OO004;;MALAYSIA
Obsidian Energy Ltd.;CA6744822033;549300DITPHH8W8CK636;CANADA
Occidental Petroleum Corporation;US6745991058;IM7X0T3ECJW4C1T7ON55;UNITED STATES
Oceaneering International, Inc.;US6752321025;549300L6PH74701W0R30;UNITED STATES
OCI Holdings Company Ltd.;KR7010060002;988400XZQA7CG16LDK87;KOREA, REPUBLIC OF
ODAS Elektrik Uretim ve Sanayi;TREODAS00014;;TURKEY
Odfjell Drilling Ltd.;BMG671801022;529900M08ZU24JXMPB85;UNITED KINGDOM
Oil and Gas Development Company Limited;PK0080201012;254900M131N1GDOLPD60;PAKISTAN
Oil and Natural Gas Corporation Limited;INE213A01029;335800FPDZ9MRSNO7N41;INDIA
Oil India Limited;INE274J01014;;INDIA
Oil Refineries Ltd.;IL0025902482;213800CWUC7NV7VR3D03;ISRAEL
Oil States International, Inc.;US6780261052;5493004TF4KQJGMYL777;UNITED STATES
OMV Aktiengesellschaft;AT0000743059;549300V62YJ9HTLRI486;AUSTRIA
OMV Petrom S.A.;ROSNPPACNOR9;549300UKYDM6L8HEPU79;ROMANIA
ONE Gas, Inc.;US68235P1084;549300HXDWI0LATTX840;UNITED STATES
ONEOK, Inc.;US6826801036;2T3D6M0JSY48PSZI1Q41;UNITED STATES
OPC Energy Ltd.;IL0011415713;98450000955804579A79;ISRAEL
Oriental Energy Co., Ltd.;CNE1000009S3;3003001HS55ZYR50IW66;CHINA
Osaka Gas Co., Ltd.;JP3180400008;353800024KMNOPQRWZ02;JAPAN
Otto Energy Limited;AU000000OEL3;549300P8RISOZG2TZK35;AUSTRALIA
Ovintiv Inc.;US69047Q1022;;UNITED STATES
Pacific Radiance Ltd.;SGXE30264951;;SINGAPORE
Pakistan Oilfields Limited;PK0023901017;;PAKISTAN
Pakistan Petroleum Limited;PK0081801018;;PAKISTAN
Panoro Energy ASA;NO0010564701;5967007LIEEXZXGWM030;NORWAY
PAO NOVATEK;RU000A0DKVS5;;RUSSIAN FEDERATION
Par Pacific Holdings, Inc.;US69888T2078;549300BTNS7MHSHRLR55;UNITED STATES
Paramount Resources Ltd.;CA6993202069;549300JSO4G6XV6Y5V84;CANADA
Parex Resources Inc.;CA69946Q1046;549300U7LWRGTY6XWK67;CANADA
Pason Systems Inc.;CA7029251088;984500DC6T2FLR969F65;CANADA
Patterson-UTI Energy, Inc.;US7034811015;254900XGFBKIXD6G0697;UNITED STATES
Paz Oil Company Ltd.;IL0011000077;;ISRAEL
PBF Energy Inc.;US69318G1067;2549003PBEDCSZMZIY02;UNITED STATES
PDC Energy, Inc.;US69327R1014;5493008W8H2T511J5Y59;UNITED STATES
Peabody Energy Corporation;US7045511000;;UNITED STATES
Pembina Pipeline Corporation;CA7063271034;5493002W3L9YICM6FU21;CANADA
Perennial Energy Holdings Limited;KYG7011M1069;894500D0J12FRZ3Q0I27;CHINA
Permian Resources Corporation;US71424F1057;;UNITED STATES
Petkim Petrokimya Holding Anonim Sirketi;TRAPETKM91E0;529900XZCVZOEYWNBQ67;TURKEY
PetroChina Company Limited;CNE1000003W8;529900RPY4YG47TRSV05;CHINA
Petron Corporation;PHY6885F1067;549300R3PFXOFQSZ7G25;PHILIPPINES
Petron Malaysia Refining & Marketing Bhd;MYL3042OO008;549300ZLB6N2UTYDJ385;MALAYSIA
PETRONAS Chemicals Group Berhad;MYL5183OO008;;MALAYSIA
PETRONAS Gas Berhad;MYL6033OO004;;MALAYSIA
Petronet LNG Limited;INE347G01014;335800KIIKNA7GRD9351;INDIA
Petroreconcavo S.A.;BRRECVACNOR3;;BRAZIL
Petrovietnam Drilling and Well Services Corporation;VN000000PVD2;;VIET NAM
Petrovietnam Gas Joint Stock Corporation;VN000000GAS3;;VIET NAM
Peyto Exploration & Development Corp.;CA7170461064;549300WZKJ63UJDWP310;CANADA
Pharos Energy plc;GB00B572ZV91;549300DDKLXYLLO4N524;UNITED KINGDOM
PHX ENERGY SERVICES CORP.;CA69338U1012;;CANADA
PHX Minerals Inc.;US69291A1007;5493007OI1JOF1QSPE51;UNITED STATES
Pine Cliff Energy Ltd.;CA7225241057;;CANADA
Pingdingshan Tianan Coal. Mining Co., Ltd.;CNE000001PH7;3003003BTKNO2P0KDH38;CHINA
Pioneer Natural Resources Company;US7237871071;FY8JBF7CCL2VE4F1B628;UNITED STATES
Pipestone Energy Corp.;CA7241121077;;CANADA
PJSC LUKOIL;RU0009024277;549300LCJ1UJXHYBWI24;RUSSIAN FEDERATION
PJSC Tatneft;RU0009033591;253400PAT768SVJMV121;RUSSIAN FEDERATION
Plains GP Holdings, L.P.;US72651A2078;549300O56BSKRD8FAM12;UNITED STATES
Precision Drilling Corporation;CA74022D4075;549300WF2OE8T5BP4B84;CANADA
Prio S.A.;BRPRIOACNOR1;;BRAZIL
Productive Technologies Company Limited;KYG7255N1097;;HONG KONG
Profire Energy, Inc.;US74316X1019;5299000Z8I499RSMID74;UNITED STATES
ProPetro Holding Corp.;US74347M1080;;UNITED STATES
Prosafe SE;NO0010861990;2138001LK2Z2HSER4U15;NORWAY
PT ABM Investama Tbk;ID1000121502;;INDONESIA
PT Adaro Energy Indonesia Tbk;ID1000111305;529900P2WAH7XA87OI24;INDONESIA
PT Alfa Energi Investama Tbk;ID1000139009;;INDONESIA
PT Astra International Tbk;ID1000122807;529900L49TRJOMG4DK47;INDONESIA
PT Baramulti Suksessarana Tbk;ID1000125701;254900KGBVBAHV3YD458;INDONESIA
PT Barito Pacific Tbk;ID1000085707;254900CLXCIVO1KCF078;INDONESIA
PT Bukit Asam Tbk;ID1000094006;;INDONESIA
PT Bumi Resources Tbk;ID1000068703;;INDONESIA
PT Chandra Asri Pacific Tbk;ID1000090301;254900146Z996100HK31;INDONESIA
PT Cikarang Listrindo Tbk;ID1000137201;254900NPCIO562Z7FN53;INDONESIA
PT Delta Dunia Makmur Tbk;ID1000110505;2549002M57H2EQ5W6I46;INDONESIA
PT Dian Swastatika Sentosa Tbk;ID1000113400;;INDONESIA
PT Dwi Guna Laksana Tbk;ID1000141302;;INDONESIA
PT Elnusa Tbk;ID1000109606;;INDONESIA
PT Energi Mega Persada Tbk;ID1000098304;25490019ABALWIGUDM79;INDONESIA
PT ESSA Industries Indonesia Tbk.;ID1000122203;;INDONESIA
PT Harum Energy Tbk;ID1000116601;529900BJBI0YIIEUBJ14;INDONESIA
PT Indo Tambangraya Megah Tbk;ID1000108509;52990056ZNHB217ZKL92;INDONESIA
PT Medco Energi Internasional Tbk;ID1000053705;;INDONESIA
PT Mitrabara Adiperdana Tbk;ID1000132400;;INDONESIA
PT MNC Asia Holding Tbk;ID1000064207;;INDONESIA
PT Pelayaran Tamarin Samudra Tbk;ID1000138803;;INDONESIA
PT Perusahaan Gas Negara Tbk;ID1000111602;549300OX1VFDX7ZPN240;INDONESIA
PT Prima Andalan Mandiri Tbk;ID1000162902;;INDONESIA
PT Samator Indo Gas Tbk;ID1000137805;;INDONESIA
PT Samindo Resources Tbk;ID1000120900;;INDONESIA
PT TBS Energi Utama Tbk;ID1000123409;254900Z5ZK0ZHZHPIM67;INDONESIA
PT TIMAH Tbk;ID1000111800;;INDONESIA
PT United Tractors Tbk;ID1000058407;529900N9ELYOWQV4FW14;INDONESIA
PT Wintermar Offshore Marine Tbk;ID1000117500;;INDONESIA
PT. Indika Energy Tbk;ID1000110901;254900YVKE6BJ1I4V036;INDONESIA
PTT Exploration and Production Public Company Limited;TH0355A10Z04;2549001O8YYGP5N7Q076;THAILAND
PTT Global Chemical Public Company Limited;TH1074010006;5493007X3230PPPZFF40;THAILAND
Public Joint Stock Company Gazprom;RU0007661625;213800FD9J2IHTA7YX78;RUSSIAN FEDERATION
Public Joint Stock Company Gazprom Neft;RU0009062467;253400KXA9P2AN72P004;RUSSIAN FEDERATION
Public Joint Stock Company Mosenergo;RU0008958863;529900HWROSNW89Z7C14;RUSSIAN FEDERATION
Public Joint Stock Company Raspadskaya;RU000A0B90N8;;RUSSIAN FEDERATION
Public Joint Stock Company Rosneft Oil Company;RU000A0J2Q06;253400JT3MQWNDKMJE44;RUSSIAN FEDERATION
Public Joint Stock Company RussNeft;RU000A0JSE60;2534006SHLSAADNWJE34;RUSSIAN FEDERATION
Public Joint Stock Company Severstal;RU0009046510;;RUSSIAN FEDERATION
Public Joint Stock Company 'Territorial Generating Company No. 1';RU000A0JNUD0;;RUSSIAN FEDERATION
Public Joint Stock Oil Company Bashneft;RU0007976957;2534002L55BBQ1E3R735;RUSSIAN FEDERATION
Public Joint-Stock Company EL5-Energo;RU000A0F5UN3;;RUSSIAN FEDERATION
Public Joint-Stock Company Unipro;RU000A0JNGA5;;RUSSIAN FEDERATION
PXP Energy Corporation;PHY7S66G1036;;PHILIPPINES
Qatar Navigation Q.P.S.C.;QA0007227695;25490074EFRBM1MC1K04;QATAR
Questerre Energy Corporation;CA74836K1003;549300TM45EIWBPD7W54;CANADA
Rabigh Refining and Petrochemical Company;SA120GAH5617;;SAUDI ARABIA
Rain Industries Limited;INE855B01025;335800922PYQABXMRO68;INDIA
RAMACO RESOURCES, INC.;US75134P6007;5493001BYUI4TCQOPF70;UNITED STATES
Range Resources Corporation;US75281A1097;H3Y3WLYCX0BTO1TRW162;UNITED STATES
Ranger Energy Services, Inc.;US75282U1043;;UNITED STATES
Ranger Oil Corporation;US70788V1026;5493003S4AVU6OSXB118;UNITED STATES
Ratch Group Public Company Limited;TH0637010Y00;2138004IGHN9UQGDSH20;THAILAND
RattanIndia Power Limited;INE399K01017;3358008RV9J223FDR402;INDIA
Reliance Industrial Infrastructure Limited;INE046A01015;;INDIA
Reliance Power Limited;INE614G01033;335800D1QMGOF93XZU85;INDIA
Renergen Limited;ZAE000202610;;SOUTH AFRICA
Resonac Holdings Corporation;JP3368000000;5493006AIPA1V92YPP18;JAPAN
REX INTERNATIONAL HOLDING LIMITED;SG2G04994999;254900GB4SX7JAK74O59;SINGAPORE
RGC Resources, Inc.;US74955L1035;;UNITED STATES
Riley Exploration Permian, Inc.;US76665T1025;;UNITED STATES
Ring Energy, Inc.;US76680V1089;549300HMY6TJ265I8S64;UNITED STATES
Rojana Industrial Park Public Company Limited;TH0477010Y01;;THAILAND
Rongsheng Petrochemical Co., Ltd.;CNE100000W60;;CHINA
RPC, Inc.;US7496601060;;UNITED STATES
Rubis;FR0013269123;969500MGFIKUGLTC9742;FRANCE
S.N.T.G.N. Transgaz S.A.;ROTGNTACNOR8;254900R11L2IUTHIZ779;ROMANIA
Saibu Gas Holdings Co.,Ltd.;JP3311600005;353800SPVTXVJZ0EGD74;JAPAN
Saipem SpA;IT0005495657;549300PHV8MBDHWB8X12;ITALY
Salungano Group Limited;ZAE000306890;;SOUTH AFRICA
Samchully Co.,Ltd;KR7004690004;;KOREA, REPUBLIC OF
San Miguel Corporation;PHY751061151;549300AGC9NFF12PHN68;PHILIPPINES
SandRidge Energy, Inc.;US80007P8692;;UNITED STATES
Sandvik AB (publ);SE0000667891;5299008ZUAXN43LVZF54;SWEDEN
Santos Limited;AU000000STO6;5299000RK70B5O2M7077;AUSTRALIA
Sany Heavy Equipment International Holdings Company Limited;KYG781631059;;CHINA
Sapura Energy Berhad;MYL5218OO002;;MALAYSIA
Sasol Limited;ZAE000006896;378900F4544561A97588;SOUTH AFRICA
Saudi Kayan Petrochemical Company;SA000A0MQCJ2;;SAUDI ARABIA
Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft;AT0000946652;549300ZD9ED8GSG3JW36;AUSTRIA
SEACOR Marine Holdings Inc.;US78413P1012;5493003LNKFW1W43N030;UNITED STATES
Seadrill Limited;BMG7997W1029;;BERMUDA
Select Water Solutions, Inc.;US81617J3014;54930094OK8LA3QDW486;UNITED STATES
Semirara Mining and Power Corporation;PHY7628G1124;;PHILIPPINES
Senex Energy Pty Ltd;AU000000SXY7;;AUSTRALIA
Seoul City Gas Co., Ltd.;KR7017390006;;KOREA, REPUBLIC OF
Seplat Energy Plc;NGSEPLAT0008;029200711C4S4CB2E982;NIGERIA
Serinus Energy plc;JE00BNNMKT29;549300W183KUX62DVI32;JERSEY
Shaanxi Coal Industry Company Limited;CNE100001T64;;CHINA
Shaanxi Heimao Coking Co., Ltd.;CNE100001VV5;3003009AUK8U26IMIO05;CHINA
Shaanxi Provincial Natural Gas Co.,Ltd;CNE100000CN4;300300B18MWCVRYAEW61;CHINA
Shamal Az-Zour Al-Oula Power and Water Company KSC (Public);KW0EQ0504799;;KUWAIT
Shan Xi Hua Yang Group New Energy Co.,Ltd.;CNE000001FP1;300300L5SFN6WQCTM144;CHINA
Shandong Xinchao Energy Corporation Limited;CNE000000NJ0;;CHINA
Shanghai Chuangli Group Co., Ltd.;CNE100002292;;CHINA
Shanghai Datun Energy Resources Co., Ltd.;CNE000001915;300300UUUEGPWHOV2Z22;CHINA
Shanghai Dazhong Public Utilities(Group) Co.,Ltd.;CNE0000007Y7;300300ZFDVQSCQHGU166;CHINA
Shanghai Electric Power Co., Ltd.;CNE000001G53;3003009ZN0X3RFO4QY68;CHINA
Shanxi Blue Flame Holding Company Limited;CNE0000012V3;;CHINA
Shanxi Coal International Energy Group Co.,Ltd;CNE000001FH8;3003003UR8BIGZQWJO77;CHINA
SHANXI COKING CO., LTD.;CNE000000LD7;;CHINA
Shanxi Coking Coal Energy Group Co., Ltd.;CNE0000013Y5;;CHINA
Shanxi Guoxin Energy Corporation Limited;CNE0000005L8;;CHINA
Shanxi Lanhua Sci-Tech Venture Co.,Ltd;CNE000000XZ5;300300Y025CAQQ87AB33;CHINA
Shanxi Lu'an Environmental Energy Development Co., Ltd.;CNE000001NT7;;CHINA
Shanxi Meijin Energy Co.,Ltd.;CNE0000005J2;;CHINA
Shelf Drilling, Ltd.;KYG236271055;;UNITED ARAB EMIRATES
Shell Pilipinas Corporation;PHY6980U1070;54930056H8W5F37SB423;PHILIPPINES
Shenergy Company Limited;CNE0000005Q7;300300PA40YYCBW4WW70;CHINA
Shenzhen Energy Group Co., Ltd.;CNE000000933;300300CCBNLFTQ4T2443;CHINA
Shenzhen Nanshan Power Co., Ltd.;CNE000000G62;300300PZP315WC854D56;CHINA
ShinHsiung Natural Gas Inc.;TW0008908005;;TAIWAN, PROVINCE OF CHINA
Shizuoka Gas Co., Ltd.;JP3351150002;353800FKNOC1V6FE8T28;JAPAN
Shougang Fushan Resources Group Limited;HK0639031506;529900OPUNJYLOX4OL37;HONG KONG
Shumba Energy Ltd;MU0397S00002;213800M18KZLOT6X7W79;BOTSWANA
Silk Road Logistics Holdings Limited;BMG819221174;;HONG KONG
SilverBow Resources, Inc.;US82836G1022;5493007QR70AVQSNF619;UNITED STATES
Sino Geophysical Co., Ltd;CNE100001153;;CHINA
Sino Oil and Gas Holdings Limited;BMG8184U1154;;HONG KONG
Sinopec Oilfield Service Corporation;CNE1000004D6;529900PN1CSRM4SXH490;CHINA
SK Innovation Co., Ltd.;KR7096770003;988400PXP70BWVSJVF07;KOREA, REPUBLIC OF
SM Energy Company;US78454L1008;84BUTVXV5ODI6BXNMH43;UNITED STATES
SNGN Romgaz SA;ROSNGNACNOR3;2549009R7KJ38D9RW354;ROMANIA
S-Oil Corporation;KR7010950004;988400QTUXYDN8W3MZ32;KOREA, REPUBLIC OF
SOL S.p.A.;IT0001206769;;ITALY
Solaris Oilfield Infrastructure, Inc.;US83418M1036;;UNITED STATES
Solstad Offshore ASA;NO0003080608;5967007LIEEXZXHGO849;NORWAY
South Jersey Industries, Inc.;US8385181081;549300DJYWYT5VXLFA46;UNITED STATES
South32 Limited;AU000000S320;213800LAZNPXSBKVHR17;AUSTRALIA
SouthGobi Resources Ltd.;CA8443751059;;HONG KONG
Southwest Gas Holdings, Inc.;US8448951025;;UNITED STATES
Southwestern Energy Company;US8454671095;EFWMP121W54QV9MGOP87;UNITED STATES
Spartan Delta Corp.;CA84678A5089;;CANADA
Spire Inc.;US84857L1017;549300NXSY15DRY2R511;UNITED STATES
Sprague Resources LP;US8493431089;;UNITED STATES
SPT Energy Group Inc.;KYG8405W1069;;CHINA
Stanmore Resources Limited;AU000000SMR4;52990090OHRBVS7DDA54;AUSTRALIA
Star Energy Group Plc;GB00BZ042C28;213800S8WP2L294NR559;UNITED KINGDOM
Star Petroleum Refining Public Company Limited;TH6838010002;;THAILAND
STEP Energy Services Ltd.;CA85859H1055;549300MWW32HB8DY8M69;CANADA
Subsea 7 S.A.;LU0075646355;222100AIF0CBCY80AH62;LUXEMBOURG
Sui Northern Gas Pipelines Limited;PK0008901016;;PAKISTAN
Sui Southern Gas Company Limited;PK0002801014;;PAKISTAN
Summit Midstream Partners, LP;US8661421029;;UNITED STATES
SunCoke Energy, Inc.;US86722A1034;1KF1J2NXQE2PI0QOB943;UNITED STATES
Suncor Energy Inc.;CA8672241079;549300W70ZOQDVLCHY06;CANADA
Sundiro Holding Co., Ltd.;CNE000000586;;CHINA
Sunshine Oilsands Ltd.;CA8678423044;;CANADA
Superior Plus Corp.;CA86828P1036;52990059VEQM9RBM0045;CANADA
Surge Energy Inc.;CA86880Y8779;;CANADA
Surgutneftegas Public Joint Stock Company;RU0008926258;2138002GZLU65FRAC894;RUSSIAN FEDERATION
Swan Energy Limited;INE665A01038;;INDIA
